trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
182,False,"{'a': 1.0, 'e': 0.00368423989943599}",20,8,-0.8122134483418806,"{0: 11, 1: 0, 2: 0, 3: 1, 4: 0}",1
183,False,"{'a': 1.0, 'e': 0.003334807307413348}",35,15,-6.049093350255913,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
184,False,"{'a': 1.0, 'e': 0.0030184163247084254}",25,17,12.567389585175688,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
185,False,"{'a': 1.0, 'e': 0.002731960763011062}",25,10,29.040644989294385,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 1.0, 'e': 0.002472623156634775}",25,0,42.1184752390311,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
187,False,"{'a': 1.0, 'e': 0.0022378485212763343}",25,0,33.686104570705744,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
188,False,"{'a': 1.0, 'e': 0.0020253203890498827}",25,15,3.423510613407011,"{0: 8, 1: 2, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 1.0, 'e': 0.001832938942492806}",20,13,14.158593211304725,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 1.0, 'e': 0.0016588010801744217}",30,15,27.891525483696903,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
191,False,"{'a': 1.0, 'e': 0.0015011822567369921}",30,17,21.13629922118032,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 1.0, 'e': 0.0013585199504289585}",25,16,19.16708279520928,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 1.0, 'e': 0.0012293986212774206}",20,8,22.82502633976098,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 1.0, 'e': 0.001112536032860321}",20,5,6.0090606356379155,"{0: 14, 1: 0, 2: 0, 3: 1, 4: 0}",1
195,False,"{'a': 1.0, 'e': 0.0010067708200856371}",20,10,20.926316417340246,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
196,False,"{'a': 1.0, 'e': 0.0009110511944006448}",20,14,12.090832048347728,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
197,False,"{'a': 1.0, 'e': 0.0008244246863982949}",20,13,14.567751265524587,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 1.0, 'e': 0.0007460288338366966}",30,15,22.714920846660753,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
199,False,"{'a': 1.0, 'e': 0.0006750827306328378}",30,7,40.269671355463366,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 1.0, 'e': 0.0006108793594344007}",20,6,-15.817908806599768,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 1}",1
201,False,"{'a': 1.0, 'e': 0.0005527786369235992}",30,7,32.32633366670944,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
202,False,"{'a': 1.0, 'e': 0.0005002011070795637}",20,15,9.01855504711456,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
203,False,"{'a': 1.0, 'e': 0.0004526222232405348}",20,3,7.346205712178978,"{0: 16, 1: 0, 2: 0, 3: 1, 4: 0}",1
204,False,"{'a': 1.0, 'e': 0.00040956716498604984}",20,16,4.603840148095826,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
205,False,"{'a': 1.0, 'e': 0.00037060614062639735}",25,15,15.332734398837784,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 1.0, 'e': 0.00033535013046647854}",20,16,8.190650107553989,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 1.0, 'e': 0.00030344703002891933}",20,11,15.983104273501219,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 1.0, 'e': 0.00027457815610133307}",20,0,31.704592551815978,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
209,False,"{'a': 1.0, 'e': 0.00024845508183933486}",30,13,33.05299479195045,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 1.0, 'e': 0.0002248167702332958}",20,14,10.330767058501186,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 1.0, 'e': 0.00020342697805520658}",20,12,13.749106356444116,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
212,False,"{'a': 1.0, 'e': 0.00018407190496342406}",20,6,28.005500381523728,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 1.0, 'e': 0.00016655806477733614}",20,12,15.911035684421915,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 1.0, 'e': 0.00015071035805975773}",25,12,12.184081076261549,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
215,False,"{'a': 1.0, 'e': 0.0001363703270794971}",25,12,21.255265242060556,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 1.0, 'e': 0.0001233945759862318}",20,9,19.042229199746092,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 1.0, 'e': 0.0001116533406295628}",30,21,15.360958292574095,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
218,False,"{'a': 1.0, 'e': 0.00010102919390777295}",30,18,27.057358541816303,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
219,False,"{'a': 1.0, 'e': 9.141587385216148e-05}",30,15,24.608932022927906,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 1.0, 'e': 8.271722285166643e-05}",20,10,16.475102846873522,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
221,False,"{'a': 1.0, 'e': 7.484622751061127e-05}",25,14,-23.0709398382168,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
222,False,"{'a': 1.0, 'e': 6.772414961977027e-05}",20,3,17.441376510771633,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 1.0, 'e': 6.12797396166024e-05}",20,5,22.75177412895796,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 1.0, 'e': 5.544852472279494e-05}",25,12,13.90419585993179,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
225,False,"{'a': 1.0, 'e': 5.017216468376423e-05}",25,5,33.44520362039583,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
226,False,"{'a': 1.0, 'e': 4.539786870243442e-05}",25,18,13.834019546930419,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 1.0, 'e': 4.107786776476329e-05}",20,16,8.074700810301037,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 1.0, 'e': 3.716893710288942e-05}",20,6,25.088764644969565,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 1.0, 'e': 3.3631964038671195e-05}",20,14,12.405001303518228,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 1.0, 'e': 3.043155690056535e-05}",30,7,34.14088676095567,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 1.0, 'e': 2.753569111458344e-05}",30,12,-11.460037683024785,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
232,False,"{'a': 1.0, 'e': 2.4915388939429896e-05}",20,8,15.614791906849142,"{0: 11, 1: 1, 2: 0, 3: 0, 4: 0}",1
233,False,"{'a': 1.0, 'e': 2.2544429650445426e-05}",20,0,30.687799206419804,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
234,False,"{'a': 1.0, 'e': 2.039908727992138e-05}",25,17,-27.678951905805967,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
235,False,"{'a': 1.0, 'e': 1.8457893295667017e-05}",25,5,22.357554723829885,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
236,False,"{'a': 1.0, 'e': 1.670142184809522e-05}",20,0,25.977153434682688,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
237,False,"{'a': 1.0, 'e': 1.5112095440975166e-05}",20,12,17.14054417919408,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 1.0, 'e': 1.3674009084599744e-05}",20,3,31.151397483127056,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 1.0, 'e': 1.2372771174427601e-05}",20,15,8.64781581993181,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 1.0, 'e': 1.1195359505113318e-05}",20,9,20.18296473238699,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
241,False,"{'a': 1.0, 'e': 1.0129990980873928e-05}",25,17,15.664123632592897,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 1.0, 'e': 9.166003719853337e-06}",20,6,22.225601026092434,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 1.0, 'e': 8.29375037389161e-06}",25,3,36.85045457267815,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
244,False,"{'a': 1.0, 'e': 7.504501597110017e-06}",35,18,32.10194619810367,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
245,False,"{'a': 1.0, 'e': 6.79035869809514e-06}",20,8,21.195039308327903,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
246,False,"{'a': 1.0, 'e': 6.1441746022147215e-06}",20,11,17.92575214637655,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 1.0, 'e': 5.5594823336345e-06}",35,27,17.535255550490668,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
248,False,"{'a': 1.0, 'e': 5.030430301755133e-06}",25,20,7.728250929185586,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 1.0, 'e': 4.551723744799882e-06}",20,9,20.029836470314095,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 1.0, 'e': 4.118571744832631e-06}",25,8,-17.437678425795294,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
251,False,"{'a': 1.0, 'e': 3.7266392841865635e-06}",30,20,18.65567495657636,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1,True,"{'a': 0, 'e': 0}",25,12,26.957672925234508,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
2,True,"{'a': 0, 'e': 0}",20,13,11.458783345358054,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
3,True,"{'a': 0, 'e': 0}",20,7,22.3349101774004,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
4,True,"{'a': 0, 'e': 0}",25,17,16.740256524492267,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,True,"{'a': 0, 'e': 0}",25,10,25.45411360759271,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
6,True,"{'a': 0, 'e': 0}",30,14,31.412013157394238,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
7,True,"{'a': 0, 'e': 0}",25,5,29.95913910885722,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
8,True,"{'a': 0, 'e': 0}",20,8,22.950572160348752,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
9,True,"{'a': 0, 'e': 0}",25,11,0.4357474367451193,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
10,True,"{'a': 0, 'e': 0}",20,14,10.141500305898434,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
